Motor0_HasMotorID,Motor0_BusCurrent,Motor0_BusVoltage,Motor0_HeatsinkTemp,Motor0_MotorTemp,Motor0_Rail15V,Motor0_Rail3V3,Motor0_Rail1V9,Motor0_DSPTemp,Motor0_ErrorFlags,Motor0_LimitFlags,Motor0_ReceiveErrorCount,Motor0_TransmitErrorCount,Motor0_MotorVelocity,Motor0_VehicleVelocity,Motor0_PhaseBCurrent,Motor1_HasMotorID,Motor1_BusCurrent,Motor1_BusVoltage,Motor1_HeatsinkTemp,Motor1_MotorTemp,Motor1_Rail15V,Motor1_Rail3V3,Motor1_Rail1V9,Motor1_DSPTemp,Motor1_ErrorFlags,Motor1_LimitFlags,Motor1_ReceiveErrorCount,Motor1_TransmitErrorCount,Motor1_MotorVelocity,Motor1_VehicleVelocity,Motor1_PhaseBCurrent,DriveMode,ThrottleADC,RegenADC,BrakePedalADC,CruiseDownOn,CruiseUpOn,ReverseOn,HornOn,LockOn,RearviewOn,PowerSaveOn,LeftTurnOn,RightTurnOn,MPPT_A0_Current,MPPT_A0_Power,MPPT_A0_Temperature,MPPT_A0_VoltageIn,MPPT_A0_VoltageOut,MPPT_A1_Current,MPPT_A1_Power,MPPT_A1_Temperature,MPPT_A1_VoltageIn,MPPT_A1_VoltageOut,MPPT_B0_Current,MPPT_B0_Power,MPPT_B0_Temperature,MPPT_B0_VoltageIn,MPPT_B0_VoltageOut,MPPT_B1_Current,MPPT_B1_Power,MPPT_B1_Temperature,MPPT_B1_VoltageIn,MPPT_B1_VoltageOut,MPPT_C0_Current,MPPT_C0_Power,MPPT_C0_Temperature,MPPT_C0_VoltageIn,MPPT_C0_VoltageOut,MPPT_C1_Current,MPPT_C1_Power,MPPT_C1_Temperature,MPPT_C1_VoltageIn,MPPT_C1_VoltageOut,CellVoltages_0,CellVoltages_1,CellVoltages_2,CellVoltages_3,CellVoltages_4,CellVoltages_5,CellVoltages_6,CellVoltages_7,CellVoltages_8,CellVoltages_9,CellVoltages_10,CellVoltages_11,CellVoltages_12,CellVoltages_13,CellVoltages_14,CellVoltages_15,CellVoltages_16,CellVoltages_17,CellVoltages_18,CellVoltages_19,CellVoltages_20,CellVoltages_21,CellVoltages_22,CellVoltages_23,CellVoltages_24,CellVoltages_25,CellVoltages_26,CellVoltages_27,CellVoltages_28,CellVoltages_29,CellVoltages_30,MCP3913_HighVoltVS_RawData,MCP3913_HighVoltVS_Voltage,MCP3913_HighVoltVS_Current,MCP3913_LowVoltVS_RawData,MCP3913_LowVoltVS_Voltage,MCP3913_LowVoltVS_Current,MCP3913_MC0IS_RawData,MCP3913_MC0IS_Voltage,MCP3913_MC0IS_Current,MCP3913_MC1IS_RawData,MCP3913_MC1IS_Voltage,MCP3913_MC1IS_Current,MCP3913_BattIS_RawData,MCP3913_BattIS_Voltage,MCP3913_BattIS_Current,MCP3913_ArrayIS_RawData,MCP3913_ArrayIS_Voltage,MCP3913_ArrayIS_Current,MCP3913_Initialized,Battery_ChargeEnabled,BoardStatus_PrechargeOn,BoardStatus_LowVoltageOn,BoardStatus_HighVoltageBuckOn,BoardStatus_BuzzerOn,BoardStatus_HC0ADC,BoardStatus_HC1ADC,Thermistor_RawValue0,Thermistor_Temperature0,Thermistor_RawValue1,Thermistor_Temperature1,Thermistor_RawValue2,Thermistor_Temperature2,Thermistor_RawValue3,Thermistor_Temperature3,Thermistor_RawValue4,Thermistor_Temperature4,Thermistor_RawValue5,Thermistor_Temperature5,Thermistor_RawValue6,Thermistor_Temperature6,Thermistor_RawValue7,Thermistor_Temperature7,Thermistor_RawValue8,Thermistor_Temperature8,Thermistor_RawValue9,Thermistor_Temperature9,Thermistor_RawValue10,Thermistor_Temperature10,Thermistor_RawValue11,Thermistor_Temperature11,Thermistor_RawValue12,Thermistor_Temperature12,Thermistor_RawValue13,Thermistor_Temperature13,Thermistor_RawValue14,Thermistor_Temperature14,Thermistor_RawValue15,Thermistor_Temperature15,Thermistor_RawValue16,Thermistor_Temperature16,Thermistor_RawValue17,Thermistor_Temperature17,Thermistor_RawValue18,Thermistor_Temperature18,Thermistor_RawValue19,Thermistor_Temperature19,Thermistor_RawValue20,Thermistor_Temperature20,Thermistor_RawValue21,Thermistor_Temperature21,Thermistor_RawValue22,Thermistor_Temperature22,Thermistor_RawValue23,Thermistor_Temperature23,Thermistor_RawValue24,Thermistor_Temperature24,Thermistor_RawValue25,Thermistor_Temperature25,Thermistor_RawValue26,Thermistor_Temperature26,Thermistor_RawValue27,Thermistor_Temperature27,Thermistor_RawValue28,Thermistor_Temperature28,Thermistor_RawValue29,Thermistor_Temperature29,Thermistor_RawValue30,Thermistor_Temperature30,Thermistor_RawValue31,Thermistor_MaxTemp,Battery_MinCellVoltage,Battery_MaxCellVoltage,Battery_ThrottleCurrentLimit,Battery_RegenCurrentLimit
Yes,0.00,102.65,22.87,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.56,25.03,24.75,14.90,3.29,1.86,31.85,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3167,3.3205,3.3221,3.3185,3.3177,3.3107,3.3098,3.3169,3.3170,3.3322,3.2576,3.2639,3.3157,3.3132,3.3139,3.3030,3.2104,3.3152,3.3069,3.3247,3.3195,3.2581,3.3224,3.3240,3.3240,3.3223,3.3221,3.3203,3.3175,3.3076,102.95,205893.67,0.00,13.11,26213.05,0.00,-0.00,-0.00,0.00,-0.00,-0.01,0.00,0.00,0.23,0.00,-0.00,-0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1834.00,29.84,1959.00,26.98,1940.00,27.41,1774.00,31.24,1756.00,31.67,1814.00,30.31,1922.00,27.82,1955.00,27.07,1978.00,26.56,1959.00,26.98,1974.00,26.65,1865.00,29.13,1841.00,29.68,1876.00,28.87,1942.00,27.37,1922.00,27.82,1866.00,29.10,1929.00,27.66,1972.00,26.69,1842.00,29.66,1878.00,28.83,1877.00,28.85,1842.00,29.66,4094.00,-97.73,1943.00,27.35,1909.00,28.12,1793.00,30.80,1754.00,31.71,1811.00,30.38,1794.00,30.77,1915.00,27.98,1959.00,26.98,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.87,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.57,25.03,24.75,14.90,3.29,1.86,31.85,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2532,3.3169,3.3206,3.3222,3.3185,3.3175,3.3108,3.3099,3.3170,3.3172,3.3322,3.2577,3.2640,3.3157,3.3132,3.3138,3.3030,3.2104,3.3152,3.3070,3.3247,3.3196,3.2581,3.3226,3.3241,3.3241,3.3225,3.3219,3.3205,3.3176,3.3076,102.95,205897.36,0.00,13.11,26213.70,0.00,-0.00,-0.00,0.00,-0.00,-0.02,0.00,0.00,0.23,0.00,-0.00,-0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1836.00,29.79,1960.00,26.96,1940.00,27.41,1775.00,31.22,1758.00,31.62,1812.00,30.35,1922.00,27.82,1955.00,27.07,1978.00,26.56,1958.00,27.01,1973.00,26.67,1864.00,29.15,1843.00,29.63,1875.00,28.90,1944.00,27.32,1922.00,27.82,1867.00,29.08,1930.00,27.64,1973.00,26.67,1842.00,29.66,1879.00,28.80,1877.00,28.85,1843.00,29.63,4092.00,-86.62,1945.00,27.30,1906.00,28.19,1795.00,30.75,1752.00,31.76,1812.00,30.35,1793.00,30.80,1917.00,27.94,1960.00,26.96,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.63,22.87,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.56,25.03,24.75,14.90,3.29,1.86,31.84,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3168,3.3205,3.3221,3.3185,3.3176,3.3107,3.3097,3.3169,3.3170,3.3321,3.2576,3.2640,3.3158,3.3132,3.3139,3.3031,3.2103,3.3152,3.3068,3.3247,3.3196,3.2581,3.3224,3.3240,3.3241,3.3224,3.3220,3.3204,3.3174,3.3076,102.92,205849.81,0.00,13.11,26216.56,0.00,-0.00,-0.00,0.00,-0.00,-0.01,0.00,0.00,0.22,0.00,0.00,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1837.00,29.77,1958.00,27.01,1941.00,27.39,1774.00,31.24,1757.00,31.64,1813.00,30.33,1922.00,27.82,1956.00,27.05,1977.00,26.58,1960.00,26.96,1972.00,26.69,1863.00,29.17,1841.00,29.68,1874.00,28.92,1946.00,27.28,1923.00,27.80,1866.00,29.10,1930.00,27.64,1974.00,26.65,1841.00,29.68,1875.00,28.90,1876.00,28.87,1841.00,29.68,4091.00,-83.54,1948.00,27.23,1906.00,28.19,1796.00,30.73,1755.00,31.69,1813.00,30.33,1794.00,30.77,1915.00,27.98,1959.00,26.98,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.87,24.91,14.92,3.34,1.86,26.28,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.56,25.03,24.75,14.90,3.29,1.86,31.86,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2532,3.3169,3.3205,3.3221,3.3185,3.3176,3.3108,3.3100,3.3170,3.3171,3.3322,3.2576,3.2640,3.3157,3.3132,3.3137,3.3029,3.2104,3.3152,3.3069,3.3246,3.3195,3.2582,3.3225,3.3241,3.3240,3.3223,3.3219,3.3204,3.3175,3.3076,102.94,205883.63,0.00,13.11,26213.48,0.00,-0.00,-0.00,0.00,-0.00,-0.01,0.00,0.00,0.23,0.00,-0.00,-0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1835.00,29.82,1960.00,26.96,1940.00,27.41,1773.00,31.26,1757.00,31.64,1812.00,30.35,1922.00,27.82,1954.00,27.10,1974.00,26.65,1959.00,26.98,1974.00,26.65,1864.00,29.15,1842.00,29.66,1875.00,28.90,1944.00,27.32,1922.00,27.82,1865.00,29.13,1930.00,27.64,1972.00,26.69,1842.00,29.66,1878.00,28.83,1875.00,28.90,1845.00,29.59,4095.00,-165.16,1947.00,27.26,1908.00,28.14,1796.00,30.73,1754.00,31.71,1813.00,30.33,1792.00,30.82,1917.00,27.94,1959.00,26.98,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.87,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.57,25.03,24.75,14.90,3.29,1.86,31.85,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3168,3.3206,3.3222,3.3185,3.3175,3.3106,3.3098,3.3169,3.3170,3.3321,3.2576,3.2639,3.3156,3.3132,3.3139,3.3030,3.2103,3.3152,3.3069,3.3247,3.3195,3.2581,3.3225,3.3240,3.3241,3.3223,3.3220,3.3204,3.3175,3.3076,102.95,205905.98,0.00,13.11,26214.42,0.00,-0.00,-0.00,0.00,-0.00,-0.02,0.00,0.00,0.23,0.00,0.00,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1836.00,29.79,1959.00,26.98,1942.00,27.37,1776.00,31.19,1756.00,31.67,1812.00,30.35,1921.00,27.84,1955.00,27.07,1975.00,26.62,1958.00,27.01,1974.00,26.65,1864.00,29.15,1844.00,29.61,1874.00,28.92,1944.00,27.32,1923.00,27.80,1867.00,29.08,1929.00,27.66,1973.00,26.67,1842.00,29.66,1879.00,28.80,1877.00,28.85,1843.00,29.63,4093.00,-90.84,1945.00,27.30,1907.00,28.16,1795.00,30.75,1751.00,31.78,1810.00,30.40,1790.00,30.87,1918.00,27.91,1961.00,26.94,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.87,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.57,25.03,24.75,14.90,3.29,1.86,31.85,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2532,3.3169,3.3205,3.3220,3.3185,3.3175,3.3107,3.3098,3.3169,3.3171,3.3321,3.2577,3.2641,3.3157,3.3132,3.3137,3.3028,3.2104,3.3153,3.3070,3.3247,3.3195,3.2582,3.3225,3.3240,3.3240,3.3223,3.3219,3.3205,3.3176,3.3076,102.94,205872.92,0.00,13.11,26214.89,0.00,-0.00,-0.00,0.00,-0.00,-0.02,0.00,0.00,0.22,0.00,0.00,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1838.00,29.75,1960.00,26.96,1940.00,27.41,1773.00,31.26,1757.00,31.64,1809.00,30.42,1920.00,27.87,1955.00,27.07,1976.00,26.60,1959.00,26.98,1974.00,26.65,1863.00,29.17,1841.00,29.68,1876.00,28.87,1943.00,27.35,1921.00,27.84,1867.00,29.08,1930.00,27.64,1972.00,26.69,1843.00,29.63,1878.00,28.83,1876.00,28.87,1843.00,29.63,4093.00,-90.84,1946.00,27.28,1907.00,28.16,1797.00,30.70,1754.00,31.71,1811.00,30.38,1793.00,30.80,1914.00,28.00,1958.00,27.01,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.86,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.58,25.02,24.75,14.90,3.29,1.86,31.85,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3168,3.3205,3.3221,3.3185,3.3175,3.3108,3.3099,3.3170,3.3170,3.3319,3.2577,3.2641,3.3157,3.3132,3.3137,3.3028,3.2104,3.3152,3.3070,3.3246,3.3194,3.2582,3.3224,3.3240,3.3241,3.3223,3.3220,3.3206,3.3176,3.3076,102.94,205870.34,0.00,13.11,26214.79,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1835.00,29.82,1961.00,26.94,1940.00,27.41,1774.00,31.24,1756.00,31.67,1811.00,30.38,1922.00,27.82,1955.00,27.07,1977.00,26.58,1959.00,26.98,1974.00,26.65,1862.00,29.19,1845.00,29.59,1875.00,28.90,1943.00,27.35,1922.00,27.82,1866.00,29.10,1930.00,27.64,1974.00,26.65,1843.00,29.63,1878.00,28.83,1877.00,28.85,1842.00,29.66,4093.00,-90.84,1948.00,27.23,1908.00,28.14,1795.00,30.75,1752.00,31.76,1813.00,30.33,1794.00,30.77,1917.00,27.94,1957.00,27.03,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.86,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.58,25.02,24.75,14.90,3.29,1.86,31.84,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3168,3.3205,3.3222,3.3185,3.3176,3.3106,3.3097,3.3169,3.3169,3.3322,3.2576,3.2640,3.3156,3.3131,3.3137,3.3029,3.2103,3.3152,3.3069,3.3246,3.3195,3.2581,3.3223,3.3240,3.3239,3.3222,3.3219,3.3205,3.3176,3.3075,102.95,205894.03,0.00,13.11,26213.38,0.00,-0.00,-0.01,0.00,-0.00,-0.01,0.00,0.00,0.23,0.00,-0.00,-0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1838.00,29.75,1958.00,27.01,1941.00,27.39,1775.00,31.22,1757.00,31.64,1811.00,30.38,1922.00,27.82,1955.00,27.07,1974.00,26.65,1959.00,26.98,1973.00,26.67,1863.00,29.17,1843.00,29.63,1873.00,28.94,1941.00,27.39,1922.00,27.82,1868.00,29.06,1929.00,27.66,1974.00,26.65,1842.00,29.66,1877.00,28.85,1878.00,28.83,1845.00,29.59,4092.00,-86.62,1947.00,27.26,1905.00,28.21,1795.00,30.75,1750.00,31.81,1811.00,30.38,1792.00,30.82,1918.00,27.91,1959.00,26.98,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.65,22.86,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.59,25.02,24.75,14.90,3.29,1.86,31.84,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3168,3.3205,3.3221,3.3185,3.3176,3.3107,3.3098,3.3170,3.3171,3.3321,3.2576,3.2640,3.3157,3.3132,3.3138,3.3031,3.2103,3.3152,3.3069,3.3247,3.3196,3.2580,3.3225,3.3239,3.3241,3.3224,3.3221,3.3203,3.3175,3.3076,102.94,205878.50,0.00,13.11,26213.74,0.00,-0.00,-0.00,0.00,-0.00,-0.01,0.00,0.00,0.22,0.00,-0.00,-0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1838.00,29.75,1961.00,26.94,1942.00,27.37,1774.00,31.24,1759.00,31.59,1811.00,30.38,1920.00,27.87,1955.00,27.07,1976.00,26.60,1956.00,27.05,1974.00,26.65,1864.00,29.15,1842.00,29.66,1874.00,28.92,1943.00,27.35,1921.00,27.84,1865.00,29.13,1930.00,27.64,1971.00,26.71,1843.00,29.63,1881.00,28.76,1877.00,28.85,1843.00,29.63,4091.00,-83.54,1945.00,27.30,1908.00,28.14,1796.00,30.73,1753.00,31.74,1815.00,30.28,1793.00,30.80,1915.00,27.98,1960.00,26.96,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.86,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.57,25.01,24.75,14.91,3.29,1.86,31.83,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2532,3.3168,3.3206,3.3221,3.3185,3.3175,3.3107,3.3098,3.3170,3.3170,3.3322,3.2577,3.2641,3.3158,3.3132,3.3139,3.3028,3.2104,3.3152,3.3069,3.3247,3.3196,3.2582,3.3224,3.3241,3.3241,3.3224,3.3220,3.3205,3.3175,3.3076,102.95,205901.56,0.00,13.11,26213.08,0.00,0.00,0.00,0.00,-0.00,-0.02,0.00,0.00,0.23,0.00,-0.00,-0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1838.00,29.75,1960.00,26.96,1940.00,27.41,1775.00,31.22,1756.00,31.67,1811.00,30.38,1920.00,27.87,1957.00,27.03,1974.00,26.65,1958.00,27.01,1975.00,26.62,1864.00,29.15,1842.00,29.66,1876.00,28.87,1945.00,27.30,1923.00,27.80,1866.00,29.10,1931.00,27.62,1971.00,26.71,1842.00,29.66,1879.00,28.80,1874.00,28.92,1840.00,29.70,4092.00,-86.62,1947.00,27.26,1906.00,28.19,1792.00,30.82,1753.00,31.74,1811.00,30.38,1791.00,30.84,1917.00,27.94,1957.00,27.03,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.86,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.57,25.02,24.75,14.90,3.29,1.86,31.84,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3168,3.3205,3.3221,3.3185,3.3175,3.3106,3.3097,3.3170,3.3171,3.3321,3.2576,3.2640,3.3156,3.3131,3.3139,3.3031,3.2102,3.3151,3.3068,3.3246,3.3196,3.2581,3.3224,3.3240,3.3240,3.3224,3.3221,3.3203,3.3175,3.3076,102.93,205862.59,0.00,13.11,26215.38,0.00,-0.00,-0.00,0.00,-0.00,-0.01,0.00,0.00,0.21,0.00,0.00,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1838.00,29.75,1956.00,27.05,1941.00,27.39,1775.00,31.22,1758.00,31.62,1812.00,30.35,1921.00,27.84,1955.00,27.07,1974.00,26.65,1955.00,27.07,1974.00,26.65,1863.00,29.17,1842.00,29.66,1875.00,28.90,1945.00,27.30,1922.00,27.82,1862.00,29.19,1929.00,27.66,1974.00,26.65,1846.00,29.56,1879.00,28.80,1877.00,28.85,1842.00,29.66,4095.00,-165.16,1948.00,27.23,1906.00,28.19,1795.00,30.75,1750.00,31.81,1813.00,30.33,1793.00,30.80,1915.00,27.98,1958.00,27.01,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.86,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.57,25.01,24.75,14.91,3.29,1.86,31.84,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2531,3.3166,3.3203,3.3219,3.3184,3.3174,3.3107,3.3097,3.3169,3.3169,3.3321,3.2577,3.2639,3.3154,3.3129,3.3137,3.3028,3.2103,3.3151,3.3068,3.3245,3.3195,3.2581,3.3223,3.3239,3.3240,3.3223,3.3220,3.3204,3.3174,3.3074,102.93,205863.44,0.00,13.11,26214.95,0.00,-0.00,-0.00,0.00,-0.00,-0.01,0.00,0.00,0.22,0.00,-0.00,-0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1837.00,29.77,1961.00,26.94,1940.00,27.41,1775.00,31.22,1756.00,31.67,1811.00,30.38,1920.00,27.87,1952.00,27.14,1977.00,26.58,1959.00,26.98,1974.00,26.65,1864.00,29.15,1842.00,29.66,1875.00,28.90,1945.00,27.30,1920.00,27.87,1867.00,29.08,1930.00,27.64,1972.00,26.69,1842.00,29.66,1880.00,28.78,1874.00,28.92,1841.00,29.68,4089.00,-79.06,1946.00,27.28,1906.00,28.19,1796.00,30.73,1754.00,31.71,1810.00,30.40,1793.00,30.80,1919.00,27.89,1958.00,27.01,0.00,3.21,3.33,1.00,1.00,
Yes,0.00,102.64,22.86,24.91,14.92,3.34,1.86,26.26,0x0,0x0,0,0,0.00,0.00,0.00,Yes,0.00,102.58,25.01,24.75,14.90,3.29,1.86,31.84,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.2532,3.3169,3.3205,3.3220,3.3183,3.3174,3.3108,3.3099,3.3170,3.3170,3.3321,3.2576,3.2640,3.3157,3.3131,3.3137,3.3027,3.2105,3.3152,3.3069,3.3246,3.3193,3.2583,3.3225,3.3241,3.3240,3.3222,3.3217,3.3205,3.3175,3.3075,102.93,205855.78,0.00,13.11,26215.41,0.00,-0.00,-0.00,0.00,-0.00,-0.02,0.00,0.00,0.22,0.00,0.00,0.00,0.00,Yes,1,Yes,Yes,Yes,Yes,Yes,No,0x0,0x0,1834.00,29.84,1959.00,26.98,1941.00,27.39,1776.00,31.19,1757.00,31.64,1813.00,30.33,1922.00,27.82,1956.00,27.05,1977.00,26.58,1959.00,26.98,1974.00,26.65,1865.00,29.13,1844.00,29.61,1875.00,28.90,1944.00,27.32,1920.00,27.87,1867.00,29.08,1930.00,27.64,1975.00,26.62,1844.00,29.61,1878.00,28.83,1876.00,28.87,1842.00,29.66,4094.00,-97.73,1945.00,27.30,1907.00,28.16,1799.00,30.66,1753.00,31.74,1813.00,30.33,1792.00,30.82,1916.00,27.96,1959.00,26.98,0.00,3.21,3.33,1.00,1.00,
